period,uf,filename,source_url,accessed_at,last_modified,etag,remote_size_bytes,local_relative_path,local_size_bytes,sha256,status,error_class
202512,AM,pda-024-icb-AM-2025_12.zip,https://dadosabertos.ans.gov.br/FTP/PDA/informacoes_consolidadas_de_beneficiarios-024/202512/pda-024-icb-AM-2025_12.zip,2026-08-24T12:13:50.015989+00:00,"Wed, 05 Aug 2026 13:29:47 GMT","""1b7f33-6584cc3e35f76""",1802035,202512/pda-024-icb-AM-2025_12.zip,1802035,a9e17dbb850105d66624f4aa7191c03c82b607379d98e339aa5c5efb9d4ac2ae,complete,
202512,AP,pda-024-icb-AP-2025_12.zip,https://dadosabertos.ans.gov.br/FTP/PDA/informacoes_consolidadas_de_beneficiarios-024/202512/pda-024-icb-AP-2025_12.zip,2026-08-24T12:13:59.171498+00:00,"Wed, 05 Aug 2026 13:29:47 GMT","""845da-6584cc3e65931""",542170,202512/pda-024-icb-AP-2025_12.zip,542170,b20120be8f18a6e485987b957bf78da62e54535f3452f1b2de04f3ef21c13bc6,complete,
202512,BA,pda-024-icb-BA-2025_12.zip,https://dadosabertos.ans.gov.br/FTP/PDA/informacoes_consolidadas_de_beneficiarios-024/202512/pda-024-icb-BA-2025_12.zip,2026-08-24T12:14:45.163036+00:00,"Wed, 05 Aug 2026 13:29:57 GMT","""1192232-6584cc4807eb8""",18424370,202512/pda-024-icb-BA-2025_12.zip,18424370,0fc81137a9a31e69df36a40d89e1e4bf1cb82a81a1d3f41af01ec4094d2013b8,complete,
202512,CE,pda-024-icb-CE-2025_12.zip,https://dadosabertos.ans.gov.br/FTP/PDA/informacoes_consolidadas_de_beneficiarios-024/202512/pda-024-icb-CE-2025_12.zip,2026-08-24T12:15:39.451312+00:00,"Wed, 05 Aug 2026 13:30:08 GMT","""7f4edf-6584cc52a5bbf""",8343263,202512/pda-024-icb-CE-2025_12.zip,8343263,5bc6c2438590847a82fa2954580624e8a9d6b5c55b18c19b387c975171bc3da7,complete,
202512,DF,pda-024-icb-DF-2025_12.zip,https://dadosabertos.ans.gov.br/FTP/PDA/informacoes_consolidadas_de_beneficiarios-024/202512/pda-024-icb-DF-2025_12.zip,2026-08-24T12:16:07.414759+00:00,"Wed, 05 Aug 2026 13:29:58 GMT","""291b71-6584cc48d0d9d""",2694001,202512/pda-024-icb-DF-2025_12.zip,2694001,0b511a93f2d760d043783064c6a92a0f7e980dfb3d923a00b90e3bcd539ec8b8,complete,
202512,ES,pda-024-icb-ES-2025_12.zip,https://dadosabertos.ans.gov.br/FTP/PDA/informacoes_consolidadas_de_beneficiarios-024/202512/pda-024-icb-ES-2025_12.zip,2026-08-24T12:16:37.513645+00:00,"Wed, 05 Aug 2026 13:29:50 GMT","""91a590-6584cc40a4c75""",9545104,202512/pda-024-icb-ES-2025_12.zip,9545104,f7afd80b3676bb4b081a977410b1b54f45689e74b48f79718a1a48547a414d32,complete,
202512,GO,pda-024-icb-GO-2025_12.zip,https://dadosabertos.ans.gov.br/FTP/PDA/informacoes_consolidadas_de_beneficiarios-024/202512/pda-024-icb-GO-2025_12.zip,2026-08-24T12:17:26.395229+00:00,"Wed, 05 Aug 2026 13:29:53 GMT","""c82fb9-6584cc439673b""",13119417,202512/pda-024-icb-GO-2025_12.zip,13119417,e60d69d60a4f1e36282fc04b25729ad4fd1d976bee861e6614f64535ca39f681,complete,
202512,MA,pda-024-icb-MA-2025_12.zip,https://dadosabertos.ans.gov.br/FTP/PDA/informacoes_consolidadas_de_beneficiarios-024/202512/pda-024-icb-MA-2025_12.zip,2026-08-24T12:17:44.871988+00:00,"Wed, 05 Aug 2026 13:30:00 GMT","""4f9a82-6584cc4a43b4b""",5216898,202512/pda-024-icb-MA-2025_12.zip,5216898,3d8597f3e4415009289ad317e3adf45bcb8c44e0fc994bdb8be9d569820246c1,complete,
202512,MG,pda-024-icb-MG-2025_12.zip,https://dadosabertos.ans.gov.br/FTP/PDA/informacoes_consolidadas_de_beneficiarios-024/202512/pda-024-icb-MG-2025_12.zip,2026-08-24T12:18:50.982007+00:00,"Wed, 05 Aug 2026 13:28:39 GMT","""3239816-6584cbfd36503""",52664342,202512/pda-024-icb-MG-2025_12.zip,52664342,57efec64d1df8507c81724010141aea1a6ea98ca311b99996619c380c67e5469,complete,
202512,MS,pda-024-icb-MS-2025_12.zip,https://dadosabertos.ans.gov.br/FTP/PDA/informacoes_consolidadas_de_beneficiarios-024/202512/pda-024-icb-MS-2025_12.zip,2026-08-24T12:19:59.383851+00:00,"Wed, 05 Aug 2026 13:30:01 GMT","""4a856d-6584cc4bb130a""",4883821,202512/pda-024-icb-MS-2025_12.zip,4883821,4c260af10c305ecc2697ead84810b01111e3bfad2de416c7ebe02cce86a32e23,complete,
202512,MT,pda-024-icb-MT-2025_12.zip,https://dadosabertos.ans.gov.br/FTP/PDA/informacoes_consolidadas_de_beneficiarios-024/202512/pda-024-icb-MT-2025_12.zip,2026-08-24T12:20:18.745391+00:00,"Wed, 05 Aug 2026 13:28:41 GMT","""5d7d66-6584cbff525c4""",6126950,202512/pda-024-icb-MT-2025_12.zip,6126950,97f7eb9154498898ac5a83a77d03fc221774a9907ff9f3c3b68050b5e869b482,complete,
202512,PA,pda-024-icb-PA-2025_12.zip,https://dadosabertos.ans.gov.br/FTP/PDA/informacoes_consolidadas_de_beneficiarios-024/202512/pda-024-icb-PA-2025_12.zip,2026-08-24T12:20:35.016092+00:00,"Wed, 05 Aug 2026 13:28:43 GMT","""5c4397-6584cc00c863b""",6046615,202512/pda-024-icb-PA-2025_12.zip,6046615,7db85bafbc71d3023812c958ba079e4e0ff5184d37df4b5a99fa7f43ea6ca940,complete,
202512,PB,pda-024-icb-PB-2025_12.zip,https://dadosabertos.ans.gov.br/FTP/PDA/informacoes_consolidadas_de_beneficiarios-024/202512/pda-024-icb-PB-2025_12.zip,2026-08-24T12:20:48.911357+00:00,"Wed, 05 Aug 2026 13:30:02 GMT","""424f20-6584cc4ceed25""",4345632,202512/pda-024-icb-PB-2025_12.zip,4345632,d61c05609268d2d867ceee12310c68929903f54fe15ca3a675cc9533ea82ed48,complete,
202512,PE,pda-024-icb-PE-2025_12.zip,https://dadosabertos.ans.gov.br/FTP/PDA/informacoes_consolidadas_de_beneficiarios-024/202512/pda-024-icb-PE-2025_12.zip,2026-08-24T12:21:16.232618+00:00,"Wed, 05 Aug 2026 13:28:46 GMT","""bd78ef-6584cc03bef22""",12417263,202512/pda-024-icb-PE-2025_12.zip,12417263,2d02d7503abff90e05824917a3db32d47d1d0ca2c8bb1125a40a7b4912cc9be5,complete,
202512,PI,pda-024-icb-PI-2025_12.zip,https://dadosabertos.ans.gov.br/FTP/PDA/informacoes_consolidadas_de_beneficiarios-024/202512/pda-024-icb-PI-2025_12.zip,2026-08-24T12:21:39.220458+00:00,"Wed, 05 Aug 2026 13:30:03 GMT","""2cec00-6584cc4dc33a2""",2944000,202512/pda-024-icb-PI-2025_12.zip,2944000,1a2c0acddeda2b9e294b22f70603cc9e4f0628d68770789cf8365256c75b6b0a,complete,
202512,PR,pda-024-icb-PR-2025_12.zip,https://dadosabertos.ans.gov.br/FTP/PDA/informacoes_consolidadas_de_beneficiarios-024/202512/pda-024-icb-PR-2025_12.zip,2026-08-24T12:22:14.817297+00:00,"Wed, 05 Aug 2026 13:28:52 GMT","""1a94eea-6584cc0a3c1a8""",27873002,202512/pda-024-icb-PR-2025_12.zip,27873002,c35610cbf89cea649ca50ac0409da251610b2bb2dfdc316e41c53326f403df11,complete,
202512,RJ,pda-024-icb-RJ-2025_12.zip,https://dadosabertos.ans.gov.br/FTP/PDA/informacoes_consolidadas_de_beneficiarios-024/202512/pda-024-icb-RJ-2025_12.zip,2026-08-24T12:23:10.376807+00:00,"Wed, 05 Aug 2026 13:29:00 GMT","""1eaec73-6584cc11ce1ee""",32173171,202512/pda-024-icb-RJ-2025_12.zip,32173171,a15d67414ce0dced77ddd33e91becc9cae631ecfab4f4c314a034c0a6383ea1a,complete,
202512,RN,pda-024-icb-RN-2025_12.zip,https://dadosabertos.ans.gov.br/FTP/PDA/informacoes_consolidadas_de_beneficiarios-024/202512/pda-024-icb-RN-2025_12.zip,2026-08-24T12:23:48.724454+00:00,"Wed, 05 Aug 2026 13:30:05 GMT","""535d72-6584cc4f593d3""",5463410,202512/pda-024-icb-RN-2025_12.zip,5463410,92879ab0cc1a7a4682a3ef42bc0745ae89f6458127aa6d3f2cdf514b59c5dfe0,complete,
202512,RO,pda-024-icb-RO-2025_12.zip,https://dadosabertos.ans.gov.br/FTP/PDA/informacoes_consolidadas_de_beneficiarios-024/202512/pda-024-icb-RO-2025_12.zip,2026-08-24T12:24:08.031436+00:00,"Wed, 05 Aug 2026 13:29:01 GMT","""1da69a-6584cc12876d2""",1943194,202512/pda-024-icb-RO-2025_12.zip,1943194,097a9d6a116b8b2cbbb4ad7ccd501c5d80b559d449a5556438d69cda221c6bd1,complete,
202512,RR,pda-024-icb-RR-2025_12.zip,https://dadosabertos.ans.gov.br/FTP/PDA/informacoes_consolidadas_de_beneficiarios-024/202512/pda-024-icb-RR-2025_12.zip,2026-08-24T12:24:14.450787+00:00,"Wed, 05 Aug 2026 13:30:05 GMT","""3a527-6584cc4f735cd""",238887,202512/pda-024-icb-RR-2025_12.zip,238887,ba0d0d478c18720038f0ccc81214b0f7c05f5c76f94914fc153ec6892aa0a7be,complete,
202512,RS,pda-024-icb-RS-2025_12.zip,https://dadosabertos.ans.gov.br/FTP/PDA/informacoes_consolidadas_de_beneficiarios-024/202512/pda-024-icb-RS-2025_12.zip,2026-08-24T12:24:46.974220+00:00,"Wed, 05 Aug 2026 13:29:07 GMT","""1744448-6584cc18237ba""",24396872,202512/pda-024-icb-RS-2025_12.zip,24396872,7cec3b35ef6125ec8d1fe7520b78ae8cd35f1070374f89146fd070dc653830b3,complete,
202512,SC,pda-024-icb-SC-2025_12.zip,https://dadosabertos.ans.gov.br/FTP/PDA/informacoes_consolidadas_de_beneficiarios-024/202512/pda-024-icb-SC-2025_12.zip,2026-08-24T12:25:20.496177+00:00,"Wed, 05 Aug 2026 13:29:12 GMT","""11b5d02-6584cc1c6c2dd""",18570498,202512/pda-024-icb-SC-2025_12.zip,18570498,f104bdec5204fa5af7aa7bcce76c034bfd066cd73eb19ec14f3cbe8af5a6c6bf,complete,
202512,SE,pda-024-icb-SE-2025_12.zip,https://dadosabertos.ans.gov.br/FTP/PDA/informacoes_consolidadas_de_beneficiarios-024/202512/pda-024-icb-SE-2025_12.zip,2026-08-24T12:25:57.516196+00:00,"Wed, 05 Aug 2026 13:30:06 GMT","""2d4219-6584cc5031100""",2966041,202512/pda-024-icb-SE-2025_12.zip,2966041,a03c6e3063970c2f7b3d3817f3177e5ce547facdcf693250fa60b7e9c9d7fc1c,complete,
202512,SP,pda-024-icb-SP-2025_12.zip,https://dadosabertos.ans.gov.br/FTP/PDA/informacoes_consolidadas_de_beneficiarios-024/202512/pda-024-icb-SP-2025_12.zip,2026-08-24T12:28:09.366832+00:00,"Wed, 05 Aug 2026 13:29:45 GMT","""8857ab8-6584cc3c87c8c""",142965432,202512/pda-024-icb-SP-2025_12.zip,142965432,ff5fe3c15dd338aa4c7a35568c4f0451c93b363167a1517f9b828ae65bd8d61f,complete,
202512,TO,pda-024-icb-TO-2025_12.zip,https://dadosabertos.ans.gov.br/FTP/PDA/informacoes_consolidadas_de_beneficiarios-024/202512/pda-024-icb-TO-2025_12.zip,2026-08-24T12:29:57.716056+00:00,"Wed, 05 Aug 2026 13:30:06 GMT","""1e1d6b-6584cc50bd339""",1973611,202512/pda-024-icb-TO-2025_12.zip,1973611,6516cd6440fd790528df9233ad3c28f76d98d8a1566f9ccdf098228ae3adc2e9,complete,
202512,XX,pda-024-icb-XX-2025_12.zip,https://dadosabertos.ans.gov.br/FTP/PDA/informacoes_consolidadas_de_beneficiarios-024/202512/pda-024-icb-XX-2025_12.zip,2026-08-24T12:30:16.165121+00:00,"Wed, 05 Aug 2026 13:29:45 GMT","""242bb-6584cc3ca16b6""",148155,202512/pda-024-icb-XX-2025_12.zip,148155,809c66221f20e2c11ce446a926af89c92d7fd5019381cc77ee132b505905125e,complete,
