source_dataset,threshold_minutes,scenario,n_removed,removed_service_municipio,newly_uncovered_complete_case,newly_uncovered_upper_bound,adult_population_complete_case,adult_population_missing_anchor,adult_population_covered,adult_population_uncovered,adult_population_uncovered_upper_bound,n_complete_case_municipality_year,n_missing_anchor_municipality_year,newly_uncovered_complete_case_display,newly_uncovered_upper_bound_display,source_artifact,source_sha256
targeted_structural_stress_test,120,sequential_top_B_in_strength,88,352900,196735293.0,196735293.0,801096930.0,3973.0,424429162.0,376667768.0,376671741.0,27850,1,196735293,196735293,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,89,510792,197006154.0,197006154.0,801096930.0,3973.0,424158301.0,376938629.0,376942602.0,27850,1,197006154,197006154,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,90,240810,205544694.0,205544694.0,801096930.0,3973.0,415619761.0,385477169.0,385481142.0,27850,1,205544694,205544694,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,91,500830,206006772.0,206006772.0,801096930.0,3973.0,415157683.0,385939247.0,385943220.0,27850,1,206006772,206006772,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,92,420930,206516915.0,206516915.0,801096930.0,3973.0,414647540.0,386449390.0,386453363.0,27850,1,206516915,206516915,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,93,420900,208299194.0,208299194.0,801096930.0,3973.0,412865261.0,388231669.0,388235642.0,27850,1,208299194,208299194,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,94,316720,209133225.0,209133225.0,801096930.0,3973.0,412031230.0,389065700.0,389069673.0,27850,1,209133225,209133225,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,95,352440,209903745.0,209903745.0,801096930.0,3973.0,411260710.0,389836220.0,389840193.0,27850,1,209903745,209903745,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,96,150543,209983563.0,209983563.0,801096930.0,3973.0,411180892.0,389916038.0,389920011.0,27850,1,209983563,209983563,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,97,150060,210451892.0,210451892.0,801096930.0,3973.0,410712563.0,390384367.0,390388340.0,27850,1,210451892,210451892,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,98,291360,212335364.0,212335364.0,801096930.0,3973.0,408829091.0,392267839.0,392271812.0,27850,1,212335364,212335364,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,99,351110,212843381.0,212843381.0,801096930.0,3973.0,408321074.0,392775856.0,392779829.0,27850,1,212843381,212843381,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,100,431680,215823970.0,215823970.0,801096930.0,3973.0,405340485.0,395756445.0,395760418.0,27850,1,215823970,215823970,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,101,310160,216422002.0,216422002.0,801096930.0,3973.0,404742453.0,396354477.0,396358450.0,27850,1,216422002,216422002,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,102,510760,217356105.0,217356105.0,801096930.0,3973.0,403808350.0,397288580.0,397292553.0,27850,1,217356105,217356105,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,103,350550,220762223.0,220762223.0,801096930.0,3973.0,400402232.0,400694698.0,400698671.0,27850,1,220762223,220762223,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,104,410400,229121573.0,229121573.0,801096930.0,3973.0,392042882.0,409054048.0,409058021.0,27850,1,229121573,229121573,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,105,431020,229195815.0,229195815.0,801096930.0,3973.0,391968640.0,409128290.0,409132263.0,27850,1,229195815,229195815,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,106,352310,229307413.0,229307413.0,801096930.0,3973.0,391857042.0,409239888.0,409243861.0,27850,1,229307413,229307413,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,107,291840,229933334.0,229933334.0,801096930.0,3973.0,391231121.0,409865809.0,409869782.0,27850,1,229933334,229933334,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,108,522160,230270840.0,230270840.0,801096930.0,3973.0,390893615.0,410203315.0,410207288.0,27850,1,230270840,230270840,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,109,352220,230323153.0,230323153.0,801096930.0,3973.0,390841302.0,410255628.0,410259601.0,27850,1,230323153,230323153,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,110,320520,230365319.0,230365319.0,801096930.0,3973.0,390799136.0,410297794.0,410301767.0,27850,1,230365319,230365319,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,111,350400,235247567.0,235247567.0,801096930.0,3973.0,385916888.0,415180042.0,415184015.0,27850,1,235247567,235247567,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,112,521880,236198522.0,236198522.0,801096930.0,3973.0,384965933.0,416130997.0,416134970.0,27850,1,236198522,236198522,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,113,354890,236204280.0,236204280.0,801096930.0,3973.0,384960175.0,416136755.0,416140728.0,27850,1,236204280,236204280,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,114,430800,236604737.0,236604737.0,801096930.0,3973.0,384559718.0,416537212.0,416541185.0,27850,1,236604737,236604737,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,115,420240,240149641.0,240149641.0,801096930.0,3973.0,381014814.0,420082116.0,420086089.0,27850,1,240149641,240149641,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,116,510790,240676643.0,240676643.0,801096930.0,3973.0,380487812.0,420609118.0,420613091.0,27850,1,240676643,240676643,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,117,170210,241767609.0,241767609.0,801096930.0,3973.0,379396846.0,421700084.0,421704057.0,27850,1,241767609,241767609,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,118,293330,242988409.0,242988409.0,801096930.0,3973.0,378176046.0,422920884.0,422924857.0,27850,1,242988409,242988409,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,119,431440,243399268.0,243399268.0,801096930.0,3973.0,377765187.0,423331743.0,423335716.0,27850,1,243399268,243399268,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,120,330100,245356926.0,245356926.0,801096930.0,3973.0,375807529.0,425289401.0,425293374.0,27850,1,245356926,245356926,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,121,520140,256130151.0,256130151.0,801096930.0,3973.0,365034304.0,436062626.0,436066599.0,27850,1,256130151,256130151,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,122,351640,256213082.0,256213082.0,801096930.0,3973.0,364951373.0,436145557.0,436149530.0,27850,1,256213082,256213082,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,123,431560,258718616.0,258718616.0,801096930.0,3973.0,362445839.0,438651091.0,438655064.0,27850,1,258718616,258718616,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,124,120020,258880401.0,258880401.0,801096930.0,3973.0,362284054.0,438812876.0,438816849.0,27850,1,258880401,258880401,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,125,310350,259537122.0,259537122.0,801096930.0,3973.0,361627333.0,439469597.0,439473570.0,27850,1,259537122,259537122,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,126,330330,272228066.0,272228066.0,801096930.0,3973.0,348936389.0,452160541.0,452164514.0,27850,1,272228066,272228066,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,127,420460,273745196.0,273745196.0,801096930.0,3973.0,347419259.0,453677671.0,453681644.0,27850,1,273745196,273745196,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,128,421660,281145320.0,281145320.0,801096930.0,3973.0,340019135.0,461077795.0,461081768.0,27850,1,281145320,281145320,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,129,350280,283102259.0,283102259.0,801096930.0,3973.0,338062196.0,463034734.0,463038707.0,27850,1,283102259,283102259,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,130,354260,283656165.0,283656165.0,801096930.0,3973.0,337508290.0,463588640.0,463592613.0,27850,1,283656165,283656165,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,131,510840,284470241.0,284470241.0,801096930.0,3973.0,336694214.0,464402716.0,464406689.0,27850,1,284470241,284470241,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,132,210530,285885181.0,285885181.0,801096930.0,3973.0,335279274.0,465817656.0,465821629.0,27850,1,285885181,285885181,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,133,350320,287979812.0,287979812.0,801096930.0,3973.0,333184643.0,467912287.0,467916260.0,27850,1,287979812,287979812,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,134,351060,288574488.0,288574488.0,801096930.0,3973.0,332589967.0,468506963.0,468510936.0,27850,1,288574488,288574488,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,135,430700,288919600.0,288919600.0,801096930.0,3973.0,332244855.0,468852075.0,468856048.0,27850,1,288919600,288919600,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,136,110030,289157836.0,289157836.0,801096930.0,3973.0,332006619.0,469090311.0,469094284.0,27850,1,289157836,289157836,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,137,354880,289264765.0,289264765.0,801096930.0,3973.0,331899690.0,469197240.0,469201213.0,27850,1,289264765,289264765,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,138,421770,289456289.0,289456289.0,801096930.0,3973.0,331708166.0,469388764.0,469392737.0,27850,1,289456289,289456289,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,139,351050,290208902.0,290208902.0,801096930.0,3973.0,330955553.0,470141377.0,470145350.0,27850,1,290208902,290208902,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,140,510525,290504628.0,290504628.0,801096930.0,3973.0,330659827.0,470437103.0,470441076.0,27850,1,290504628,290504628,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,141,260120,291182891.0,291182891.0,801096930.0,3973.0,329981564.0,471115366.0,471119339.0,27850,1,291182891,291182891,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,142,412550,295348304.0,295348304.0,801096930.0,3973.0,325816151.0,475280779.0,475284752.0,27850,1,295348304,295348304,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,143,251620,296132600.0,296132600.0,801096930.0,3973.0,325031855.0,476065075.0,476069048.0,27850,1,296132600,296132600,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,144,353440,298010550.0,298010550.0,801096930.0,3973.0,323153905.0,477943025.0,477946998.0,27850,1,298010550,298010550,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,145,231340,299443170.0,299443170.0,801096930.0,3973.0,321721285.0,479375645.0,479379618.0,27850,1,299443170,299443170,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,146,410140,302481507.0,302481507.0,801096930.0,3973.0,318682948.0,482413982.0,482417955.0,27850,1,302481507,302481507,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,147,150240,306239899.0,306239899.0,801096930.0,3973.0,314924556.0,486172374.0,486176347.0,27850,1,306239899,306239899,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,148,330170,317976789.0,317976789.0,801096930.0,3973.0,303187666.0,497909264.0,497913237.0,27850,1,317976789,317976789,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,149,352390,318225550.0,318225550.0,801096930.0,3973.0,302938905.0,498158025.0,498161998.0,27850,1,318225550,318225550,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,150,150360,318499527.0,318499527.0,801096930.0,3973.0,302664928.0,498432002.0,498435975.0,27850,1,318499527,318499527,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,151,314790,321981445.0,321981445.0,801096930.0,3973.0,299183010.0,501913920.0,501917893.0,27850,1,321981445,321981445,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,152,350330,330223651.0,330223651.0,801096930.0,3973.0,290940804.0,510156126.0,510160099.0,27850,1,330223651,330223651,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,153,351840,330223651.0,330223651.0,801096930.0,3973.0,290940804.0,510156126.0,510160099.0,27850,1,330223651,330223651,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,154,353060,331809395.0,331809395.0,801096930.0,3973.0,289355060.0,511741870.0,511745843.0,27850,1,331809395,331809395,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,155,410420,334856220.0,334856220.0,801096930.0,3973.0,286308235.0,514788695.0,514792668.0,27850,1,334856220,334856220,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,156,310900,335750297.0,335750297.0,801096930.0,3973.0,285414158.0,515682772.0,515686745.0,27850,1,335750297,335750297,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,157,315180,337861237.0,337861237.0,801096930.0,3973.0,283303218.0,517793712.0,517797685.0,27850,1,337861237,337861237,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,158,355710,339838458.0,339838458.0,801096930.0,3973.0,281325997.0,519770933.0,519774906.0,27850,1,339838458,339838458,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,159,500660,340291708.0,340291708.0,801096930.0,3973.0,280872747.0,520224183.0,520228156.0,27850,1,340291708,340291708,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,160,317010,344202726.0,344202726.0,801096930.0,3973.0,276961729.0,524135201.0,524139174.0,27850,1,344202726,344202726,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,161,330070,345405121.0,345405121.0,801096930.0,3973.0,275759334.0,525337596.0,525341569.0,27850,1,345405121,345405121,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,162,410590,348627196.0,348627196.0,801096930.0,3973.0,272537259.0,528559671.0,528563644.0,27850,1,348627196,348627196,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,163,314700,349396732.0,349396732.0,801096930.0,3973.0,271767723.0,529329207.0,529333180.0,27850,1,349396732,349396732,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,164,330220,349745385.0,349745385.0,801096930.0,3973.0,271419070.0,529677860.0,529681833.0,27850,1,349745385,349745385,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,165,352720,351530533.0,351530533.0,801096930.0,3973.0,269633922.0,531463008.0,531466981.0,27850,1,351530533,351530533,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,166,420890,353797600.0,353797600.0,801096930.0,3973.0,267366855.0,533730075.0,533734048.0,27850,1,353797600,353797600,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,167,291920,357688598.0,357688598.0,801096930.0,3973.0,263475857.0,537621073.0,537625046.0,27850,1,357688598,357688598,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,168,313240,360932483.0,360932483.0,801096930.0,3973.0,260231972.0,540864958.0,540868931.0,27850,1,360932483,360932483,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,169,330630,386642679.0,386642679.0,801096930.0,3973.0,234521776.0,566575154.0,566579127.0,27850,1,386642679,386642679,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,170,421870,392154425.0,392154425.0,801096930.0,3973.0,229010030.0,572086900.0,572090873.0,27850,1,392154425,392154425,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,171,521310,392388123.0,392388123.0,801096930.0,3973.0,228776332.0,572320598.0,572324571.0,27850,1,392388123,392388123,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,172,316990,393298566.0,393298566.0,801096930.0,3973.0,227865889.0,573231041.0,573235014.0,27850,1,393298566,393298566,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,173,317070,396109827.0,396109827.0,801096930.0,3973.0,225054628.0,576042302.0,576046275.0,27850,1,396109827,396109827,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,174,431350,396332626.0,396332626.0,801096930.0,3973.0,224831829.0,576265101.0,576269074.0,27850,1,396332626,396332626,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,175,313380,415522454.0,415522454.0,801096930.0,3973.0,205642001.0,595454929.0,595458902.0,27850,1,415522454,415522454,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,176,320480,416038641.0,416038641.0,801096930.0,3973.0,205125814.0,595971116.0,595975089.0,27850,1,416038641,416038641,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,177,330010,418749928.0,418749928.0,801096930.0,3973.0,202414527.0,598682403.0,598686376.0,27850,1,418749928,418749928,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
targeted_structural_stress_test,120,sequential_top_B_in_strength,178,330060,419359361.0,419359361.0,801096930.0,3973.0,201805094.0,599291836.0,599295809.0,27850,1,419359361,419359361,aim3_resilience_sequential_display_v2.csv,c187c0857fbb8a084f8c7e383b4afa8c4151caf7e2f4a454593cfabeb24f6563
